RegionID,RegionName,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02
10241,Baldwin Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,530,129300,129000,128100,127400,127000,126600,125800,125000,124700,125100,125900,126600,127000,127100,127000,126800,126600,126600,127100,127900,128800,129900,130700,131000,131000,131500,132000,132000,131800,132400,133300,133800,133900,134000,134500,134800,135200,136100,137100,138000,138800,139500,140000,140800,141600,142300,143400,144700,146000,147100,147800,148700,150000,151300,152600,153800,155200,156800,158000,158800,160000,161500,163000,164300,165500,166900,168600,170000,171000,172500,174600,177100,179400,181300,183400,186000,188500,190700,193400,197000,201000,205100,209300,213500,217500,221600,225500,228600,232200,236900,241800,246900,252600,258300,263800,269600,275300,281600,289100,298200,307900,315800,321400,326400,332700,339400,345600,351500,357600,364100,371600,379700,386400,391800,397000,403200,408500,412500,416000,420000,423900,428100,432100,434800,436500,438700,441600,443500,442700,440800,440200,440600,441000,440100,437600,433700,429600,426000,422600,417400,409600,401300,392000,381200,370000,360300,349900,339300,330600,323700,316600,309300,302100,295500,289400,282600,275600,268400,261900,257200,254500,252700,251300,250500,252900,257300,260700,262900,266600,269300,270900,272300,272300,270800,269600,269800,269600,268700,267500,266200,263000,258900,256100,254700,252800,250200,248200,247100,246300,245100,244300,244900,247200,251800,257300,261500,264500,268500,272300,275900,278300,279900,282300,287300,293000,299300,306700,312700,317100,320000,322200,324100,327100,331000,335600,339400,341700,342300,342200,343600,347400,351800,354800,355200,354100,353800,354700,356000,358700,362100,364000,365300,367600,370400,373300,376500,379800,383300,386900,390600,394200,396700,399600,402200,403300,403700,405700,408200,410600,412600,415700,419600,422600,423800,424300,425400,428000,431600,434200,436800,440000,443900,445900
39076,Huntington Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252300,249600,248800,248600,246000,242100,240500,241100,242500,244300,245400,245200,243300,240900,239800,240000,238800,237200,237000,239400,242100,245200,248300,251600,255300,259200,261300,262800,264100,265600,268600,274000,280200,287400,294400,299800,304200,307100,308800,311100,313100,314500,316500,319000,320500,322100,325000,329100,333500,337500,341000,343900,345900,346600,347400,349500,352900,355600,356200,356600,357900,360000,362500,364600,365500,366900,370500,374600,377000,378700,380300,381000,383000,386300,390300,395600,401200,403700,405300,408200,412000,415800,418700,420500,423100,427500,432500,439700,445600,449000,450800
33612,Redondo Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,564,264900,264100,262600,262000,261600,260800,260400,261600,263500,265900,267800,268500,268000,267800,268600,269800,271800,275200,279200,282800,286800,291300,295400,299000,302500,305900,310300,316200,321700,325100,327400,328800,329200,329600,330000,330400,331800,334400,337000,339000,340600,342600,346100,349900,352500,355500,359100,362300,365300,368600,370900,373300,376500,379800,381800,384200,387200,390700,394300,396800,397700,399400,401700,404000,406300,409200,412600,417700,423400,429100,434700,440100,444800,449000,453500,459500,467000,476200,486400,494700,501400,508900,516400,523000,529400,536100,543600,551200,558500,566700,577300,590100,603900,615800,625900,638900,657200,677300,694100,706200,713900,717900,718700,718300,719500,723500,730900,740900,752100,763400,773500,782500,792500,801800,807600,810400,813300,815300,816300,817800,817700,815800,815500,814800,810300,804700,801600,800100,796800,793400,791600,788400,784100,778800,772600,768500,768200,768200,766400,761800,757300,754200,751200,744100,735200,728100,722300,715300,708600,703100,699300,697200,694900,692600,689800,685800,680600,674700,670700,671100,674900,680000,684700,688400,690400,688300,686700,687800,688800,687700,685100,680100,673300,666300,661900,659500,658000,658400,656400,654500,652500,649400,647000,645500,642000,639700,638300,637300,638400,640300,642000,642600,644100,650300,656100,661700,670400,679500,683400,688100,694800,701500,707100,713200,720500,730100,741400,751400,759600,765100,769300,770800,772500,775700,779900,783400,786600,786900,788700,794800,801500,806100,809300,811200,812200,815000,820400,828000,838700,851200,860000,864700,868000,872500,879100,887500,895000,901300,909900,919200,924200,922300,922000,925600,927400,926200,929500,935900,940800,943800,948300,958100,973900,991700,1003800,1009500,1014900,1022000,1029500,1039100,1048700,1057300,1062900
32616,Lynwood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,591,135100,134900,134800,134500,134200,133800,133700,133800,134000,134700,135400,135700,135900,136300,136400,136400,136600,137000,136800,136500,136500,136900,137500,138000,138400,138600,138400,138000,137900,138700,139800,140600,140600,139500,138800,138800,138700,138900,139600,140200,140500,140600,140900,141200,141700,142800,144000,144900,145700,146200,147100,148600,149300,149400,149900,150900,152000,153200,154600,155700,156800,157900,158900,159900,161000,161900,162700,163600,164800,166600,168600,170400,172200,174300,176100,177300,179200,182200,184800,187200,190000,193200,196300,199500,202300,204800,207800,211600,215500,219200,223200,227100,231500,236200,241400,247300,254500,261900,268700,275700,283500,291400,299100,307200,315600,323700,331500,339500,347700,355700,363200,369800,376100,383300,391500,400100,407500,412400,416100,420100,424800,431700,441400,450900,456600,459000,460300,461300,461500,462100,463500,465500,466700,466800,466000,465000,463100,459900,455100,449100,440900,431400,421500,410100,395800,381400,367200,353400,340900,329700,318500,307600,296500,286200,276600,267200,257200,246800,236800,229300,225100,222700,221700,220900,223500,228000,231000,231500,234100,237100,240400,242500,244300,244600,244600,244300,243800,242400,241400,241400,241800,242700,243700,245400,245900,244900,243800,243600,242500,241500,241900,243300,244800,246900,248900,249200,248900,250800,253600,256900,260200,262400,263600,265900,268200,272000,277200,282300,286700,291200,293100,294400,296500,299900,304300,310300,314300,315500,315000,315700,317300,319500,323300,326700,328100,329100,330700,331300,333300,335600,337200,338400,340300,341500,342600,343500,344800,347200,350700,354600,359500,364600,369500,373700,376900,380200,384600,389000,392500,396000,400000,404300,408500,412900,417400,421400,424800,427700,430600,433300,436400,438600,439900
26483,Pico Rivera,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,621,145300,145800,145800,145400,145000,144600,144100,144000,144200,144900,145700,146400,146800,146900,147000,147000,146800,146600,146500,146400,146700,147400,148100,148100,148100,148500,149300,149700,149900,150400,151300,152200,152400,152400,152800,153400,153800,154300,155300,156400,157700,158700,159800,161000,162200,163400,164800,166000,166800,167200,167800,168700,169200,169500,170500,171800,172900,174400,176300,178100,179800,181800,183200,183900,184800,186300,187600,189200,191500,194300,197700,201300,204200,206600,209000,212500,217000,221900,226300,230600,234600,237900,240500,242900,245900,249500,253100,256600,260000,263700,267900,272400,277500,283800,290200,296900,304900,313100,321300,330800,340700,349000,355800,362300,369800,377500,384000,390000,396200,403800,412300,419900,427500,436700,446200,454600,460500,464100,467200,470500,474200,479600,485700,489400,489900,488400,486400,484100,482700,482800,484400,485700,486000,485500,484500,481800,477600,472800,468600,463300,455300,446100,436200,426100,414500,400000,383300,370200,361000,353500,346200,339200,332300,326400,320700,314200,307200,299900,293100,288900,286500,285100,284100,283600,283700,284100,285300,285900,286700,289400,293400,294700,294400,293400,292600,292400,292800,292400,291300,289600,288000,286600,285500,284400,283600,282200,279700,277900,277100,276800,276600,278600,281500,283700,285600,287700,288700,289700,291400,294100,297500,299800,302000,306100,312000,318000,324100,329800,334300,337900,341300,344700,347900,352100,356300,359400,361100,363000,364900,367200,369400,371800,373600,372600,369700,368600,369300,370100,372300,375300,376600,376900,378200,380700,384100,388100,392700,396900,400600,403400,406100,408200,413400,420200,424700,426300,429300,432700,435400,437500,439900,442800,445200,447700,449000,449300,450800,454600,457900,460900,463300,465300,466800
54212,Rosemead,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,657,151700,153100,154200,154700,155100,155700,156400,156800,156700,156500,156300,155700,154600,153300,152000,151600,151700,151900,152200,153100,154500,156300,158000,159100,159500,159300,158800,158100,157100,156900,158000,159100,159900,161100,162100,162100,161900,162400,163300,164500,165600,166300,166500,167000,168200,170200,172400,174500,176300,178000,179100,179900,180200,180100,180300,181300,182900,185600,189300,192300,194200,195600,197500,200500,204400,207900,209700,210900,212700,214200,215600,217600,220700,223600,227200,231900,236800,240600,244200,247600,249900,252000,255000,259000,263800,269000,273000,275400,278400,283100,289600,297000,304900,312500,319500,326200,333200,340700,348800,357000,364900,371500,375900,379700,384600,389800,395500,402500,410700,419500,427800,434400,440500,448100,456900,466300,474500,480100,483300,484900,484500,484900,488300,491300,491300,491200,491500,489900,486600,484100,483800,484900,486000,486500,485200,482200,478700,475300,471800,466900,458800,449100,440000,431800,424400,417200,409300,402100,397000,392300,387700,384400,381700,379000,376800,374800,372000,368200,365100,365100,366700,367900,368900,369800,375100,383700,389100,389000,388900,389600,390000,388700,387000,385900,385700,385100,383500,381900,380400,378600,375300,370500,366200,363400,361600,360000,358400,356700,354700,353400,353500,354400,356500,361100,366500,371100,373400,374900,376500,379900,384200,387300,389900,395500,403400,410400,415700,420700,426300,432200,437200,440900,442000,442200,443000,444100,444000,445100,447600,450900,454700,458500,460800,462100,463800,465800,469300,474300,478600,481500,484700,488000,491000,493000,493900,495200,496500,497300,499700,503900,508300,511600,516700,521300,521800,519800,521700,526500,530600,533200,536500,542000,548200,552800,553400,551700,552700,557300,561600,566100,574200,583600,589200
50749,Arcadia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,664,265100,265900,267000,268600,269800,270300,270900,272400,274500,276900,278100,277800,276800,276500,278100,281000,283700,285700,286800,287800,289900,293500,296900,299500,301300,302600,303100,304600,306100,306800,308300,311200,313000,313000,313100,314600,316500,318700,321100,322300,322700,325100,329100,333400,337400,342300,347900,351300,352900,354600,356700,358300,359300,360100,361700,364100,367200,371600,374500,374400,373400,374400,377000,380600,384600,387800,390300,392100,392900,394200,396600,400800,408000,416600,424600,431500,438000,444700,451200,456300,461400,467300,474700,483900,491800,496400,498500,501800,509200,520200,529900,539400,549800,558500,566700,577500,592300,607900,623700,637600,648700,655700,661700,667800,674300,681300,686700,691900,699400,710300,720300,729900,740300,749000,756100,763600,770000,771400,774000,780100,783000,781400,782000,781400,777000,775100,775700,773800,765900,759900,761200,765100,764700,762700,760600,759000,756400,751900,749100,748500,743900,736600,730000,721900,712500,705500,700200,696400,693700,691200,690100,691000,690000,687500,686800,687100,685600,683100,682600,687900,696100,700700,703000,706000,728000,759300,775700,777100,782400,785700,785500,780500,775600,774600,770100,767300,768300,769800,769300,769400,768300,768200,767600,768600,767600,767300,769200,769200,764900,763000,762300,762800,764600,767000,770600,774700,779900,785800,792700,801900,810600,817200,826500,837700,849600,865100,886800,905800,923100,943700,970600,987700,991000,990800,1001200,1026000,1056400,1080000,1090100,1098100,1112900,1124100,1122400,1116700,1120000,1128900,1131300,1123500,1113600,1104500,1106300,1115100,1111700,1095600,1083800,1081500,1077700,1065900,1055500,1051900,1048300,1052100,1044300,1026600,1019200,1028800,1037800,1053000,1065000,1072500,1080900,1092700,1104600,1115700,1126800,1136800,1143800,1147800,1159000,1162400,1150400,1142500,1149600
33837,San Gabriel,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,696,191900,194200,195800,196400,196900,197300,196600,195800,196200,197600,198500,199300,200200,200200,200100,200500,200600,200900,201800,202900,204200,206400,208400,209900,210600,210600,210100,210100,210800,212200,214500,216700,217500,218500,219800,219800,219000,219500,221300,223500,225100,226000,227700,230200,232300,233900,235300,236300,237900,240400,242200,243400,244700,246200,247700,249400,251900,255200,259300,263100,265100,266300,267700,269700,272300,275600,278700,281800,284700,287100,289800,293600,298200,304400,311100,316300,319200,322300,326400,331200,337200,344200,350500,356200,361100,363800,365300,368000,373000,378500,384000,391000,399800,408500,416500,424500,432600,440900,451900,464400,476800,487100,494100,497200,498300,498500,501700,510300,522800,535400,545400,554700,564600,572700,579700,586200,589100,589500,590900,592800,593900,595200,596500,596800,594400,591500,590500,590600,589200,589400,589700,588600,586400,584300,581000,578800,579100,580600,579700,575700,570100,565300,561100,555100,547000,541000,536200,530200,524400,520500,517900,516300,514400,512600,511300,510000,507600,503900,500800,499000,497000,496300,499100,503200,512300,521100,521000,513900,511600,512300,514100,513800,514200,514500,515400,516100,517600,519400,523000,526700,527500,524900,521500,519800,519300,517200,512400,507700,504800,503000,503000,507100,513300,517700,520400,524500,529100,532800,535800,540100,543800,546900,551200,556100,559700,568500,581200,592300,598100,602600,605000,608800,610800,611700,613300,618100,622400,626700,631200,635500,638400,642600,649200,654600,656900,660400,668500,677500,683700,684500,682100,679900,678600,676000,674300,674500,676700,679400,681900,684000,686500,688200,690500,694400,699500,703200,706300,709700,711500,711700,713100,716200,722200,730200,735800,737600,740200,746000,752100,756700,761800,768100,771500
45398,Gardena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,705,147100,147200,146900,146000,145400,145200,145700,146300,147200,148200,148700,149000,149200,149200,149200,149600,149900,150000,150200,150800,151500,152500,153900,155100,155900,156700,157300,157900,158700,159800,161400,162800,163700,163900,164400,165500,166600,167700,168500,169000,169400,169900,170200,170700,171800,173900,175600,176900,177700,178600,179800,181500,182900,183800,185000,186600,188100,190100,192400,194600,197100,200000,202800,204600,205200,206200,208400,210900,213500,216600,220300,223900,226700,229200,232400,236200,240300,244300,248300,252800,257000,259900,262300,266000,270600,275400,280400,285700,291700,297900,303800,308900,314900,322800,331600,339700,347600,355700,363200,371600,381800,391000,397800,403800,409300,414300,419000,424400,430400,436800,443600,451100,458400,465800,472900,479500,485200,488700,491200,494800,499300,504200,508800,511900,513300,512900,511400,509700,509200,509500,509000,505700,502200,499600,497500,493900,489300,485500,482100,476700,469600,462800,454700,443800,431500,420200,407800,395700,385900,378600,371700,364900,358500,353000,347300,340600,333400,325800,320300,318000,316700,316200,317200,318800,318500,317000,318000,321700,324500,325600,326000,325500,323500,319400,315900,315500,317000,317500,317100,316800,316700,315900,314600,312800,310800,308800,306500,303900,302300,300700,299300,299100,301100,305200,309000,310900,312300,314000,315100,316200,318200,321000,324600,329300,334100,339200,345400,352200,358000,363200,367200,369600,371800,375900,380400,384000,386400,387300,387600,390600,394400,397000,399800,401700,402800,404600,407200,409000,411800,415600,419100,421500,423300,425200,427700,431400,436600,442800,448100,452100,455300,458300,460000,460900,463600,469300,475600,480400,482700,483700,486300,489800,494000,498700,503900,508000,512700,518200,523100,527600,532600,536000,536500
396053,Florence-Graham,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,710,113500,111800,111900,111900,111800,111500,111300,111500,112000,112400,112900,114200,115500,115900,115700,115500,115800,116600,116800,117000,118000,119200,119800,119800,120100,120200,120300,120500,120800,121100,121500,121900,121700,120600,119600,119700,120500,120900,120300,119300,118800,119000,119600,120300,121000,121400,121800,123200,125100,126200,126900,127900,128200,128100,127600,126900,126800,127600,128300,128900,129300,130000,130800,131600,132200,133000,133500,133800,134600,136300,138200,139300,139700,140700,141900,142700,143100,144000,145600,147000,148300,149700,151600,153200,155000,157200,159700,162700,166100,169300,172900,177000,180700,183800,187400,191300,195900,201200,207400,214900,223300,231300,238400,245000,250900,257100,263900,271700,279600,286800,292800,297900,303400,310500,319600,330000,339300,345100,349800,356300,363300,369700,377500,385800,391800,394600,394900,395100,397200,399800,401500,402500,402400,401400,400900,401000,399500,396200,392400,388300,383400,377800,371200,362700,351900,341100,330100,317700,305400,295200,285400,275400,264900,254700,244800,234800,223900,212500,202600,194200,186600,179500,173700,169000,166900,167400,168400,168000,170000,173300,174900,176200,178800,180400,182000,184700,185500,184000,182700,182100,180600,179300,178400,178600,179500,181000,180900,179000,177400,177400,177700,178500,180900,184700,187900,189400,190300,192500,195000,197800,200600,203100,206300,211200,215700,218900,222100,224600,226900,229800,232500,234700,236900,238400,239500,241100,242800,244200,246300,249300,252100,254400,256900,259700,263300,266300,268600,270200,272200,274700,277600,280000,281500,282200,283100,284800,286900,289500,292000,293800,295200,296400,299600,304200,307600,310400,315100,320400,324500,328100,332500,338300,343600,346700,348300,349500,351900,355100,358000,360700,364000,367500,370200
6021,Monterey Park,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,751,175500,176500,177100,177700,178500,178900,179100,179300,179800,180800,182200,183400,184000,184100,183400,182000,180900,180500,180300,180400,181100,182600,183800,184300,184300,185200,186600,187400,187900,189100,190800,192400,194100,195600,196600,196500,195900,195700,196000,196100,196900,198100,199800,201500,203100,204600,206400,209200,211700,213400,214900,216900,219200,221800,223700,224900,226500,229300,232400,234900,235700,236000,236600,238000,239100,240200,241700,243300,244700,246900,250300,253000,256100,259900,264700,270900,277100,281800,285900,290800,296000,300800,305000,309100,313300,318100,322600,327300,333100,339400,345600,352100,358700,364600,369700,376500,386100,396400,407200,416500,423000,427900,433000,438400,444500,450300,455100,462400,472600,481700,488100,494200,500100,506400,515000,523200,528800,532400,536900,540400,541500,542700,546400,549900,552200,553900,553200,551200,550900,552700,553900,554100,554400,553500,549400,544500,540900,537400,532600,525900,518000,510600,503600,494200,483900,475700,468400,461200,455800,452200,449000,446100,444900,444800,443700,440900,437100,431800,428000,428000,429500,429600,429900,431600,428400,423100,423500,427700,429100,430800,433000,433100,431800,430900,431900,435000,440200,443700,443600,440900,436900,432700,428300,423200,418900,416300,414000,411200,409200,407900,405800,405300,407900,411300,414200,417200,420400,422900,423700,424200,426500,430100,434900,443700,455700,467900,478600,487800,494600,501200,506500,510900,515400,520200,524200,526900,530600,536500,542500,547100,550600,553500,555200,553800,552600,553500,553700,551200,549700,548300,546600,545200,544800,544100,544500,546800,550200,553300,556500,559700,561400,561000,561700,564300,565800,567400,571100,575900,581500,589300,596500,601500,605400,609800,613400,616700,622000,628700,635500,643700,650300,654800,658600
37015,Azusa,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,765,133400,132800,131600,130200,129100,128100,126900,126400,126700,127300,127900,128400,128500,128700,129300,129800,129700,129900,131000,132100,133000,134000,134600,134200,133400,132700,132300,132700,134000,135800,137500,138400,138500,138100,138000,138300,138800,139900,140900,141000,140600,140000,139900,140700,142200,144000,145900,147900,149600,151000,152000,153100,154300,155600,156900,158100,159800,161900,163700,165600,168100,170400,172200,174100,176400,178600,180400,181600,182600,183700,185400,187900,191300,194300,196200,198400,201700,205100,208300,212200,216400,220300,224100,227900,231500,234600,238400,242700,246500,250700,255900,260800,265900,273000,281400,287900,292300,298000,306500,316200,326000,334500,341200,347100,352800,357100,360300,363700,369100,377700,386900,394000,399600,405100,410300,416400,422600,426500,429200,432900,436000,438200,441400,445100,447200,447900,448800,449100,448700,449100,449500,449600,450500,450400,448100,444400,440300,435700,431100,425300,416000,406200,396900,387800,378600,368800,356600,346200,338800,332300,325100,318300,311800,305800,300100,293900,287500,280800,274400,269600,266500,264600,263800,263400,263700,265100,267900,271600,274900,276400,276800,275300,272000,269700,269600,271200,274000,276100,276600,274700,270000,266300,265200,263900,262100,260500,258600,256300,255600,254900,253400,251900,253800,258100,263100,267300,270800,273900,276400,278800,280400,281700,284500,290600,297400,303500,310000,317200,324000,329300,332600,335000,337600,340900,344000,346500,348100,348800,348200,349100,352300,355400,356800,356300,355600,355700,356900,358700,362300,366500,368800,369500,370600,372600,375100,378100,380700,382900,385200,388400,391800,393200,396400,401200,403000,401300,401400,403800,407100,410600,414100,416900,418400,420100,422200,425200,429000,433600,437900,442100,444800,446400,447500
25953,Montebello,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,783,159800,161500,163100,164100,164400,164400,164400,164300,164000,164400,165100,165400,165300,165400,165100,164800,165000,165300,165500,165800,166400,167600,169100,170300,171100,171500,171500,171600,172300,173400,174800,175900,175900,175500,175600,175800,175900,176600,177600,178300,178900,179800,180800,181900,183600,185700,187600,188700,190200,192200,194200,195600,196800,197700,198800,199400,200100,201800,204000,205800,206600,207600,209900,212400,214500,216700,218900,220900,223200,226300,229400,232300,235100,237900,239500,241700,245300,248700,251700,256000,260900,264200,267100,270800,274700,278400,281800,285000,288500,293500,299600,306200,313100,320000,326300,332500,339100,346400,355400,365200,373700,381100,387800,393600,400000,407900,416300,425500,434800,442300,448500,454900,461000,467200,475100,484800,492300,496000,499400,504700,509500,514300,521400,528800,533600,535800,535700,533500,530800,529400,530400,532600,535100,537400,538200,537100,534800,531000,526400,520900,511400,499200,486700,474100,461000,448800,436300,424700,415800,409000,402400,396400,389600,382400,375900,370000,363800,357300,352300,350300,349500,347700,345300,342400,346700,357100,363800,363100,363200,363500,362500,360000,358100,358100,359000,358800,356300,353500,351200,350000,348100,346700,344100,341400,338900,337900,337100,336100,334500,333200,333600,335000,335600,336000,337900,339600,339100,338100,338000,341200,345500,347800,350100,355500,362400,369000,377000,385900,393800,399200,403700,406300,407400,408500,409500,410200,412500,417400,422600,426000,427900,428800,429700,430900,432300,432900,434000,437800,442200,444800,446400,448400,449300,448300,448200,450100,453800,458500,464300,469900,474600,478300,478400,476600,478000,485000,492500,498500,501300,502500,504500,507900,512100,516200,519100,522600,528500,534600,538500,542000,544600,545900,546800
118225,South Whittier,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,835,149700,149800,149300,148400,147700,147000,146500,146700,147600,148500,149400,150100,150300,150000,149900,149800,149600,149200,149100,149100,149500,150300,151300,152400,153200,153600,153900,154200,154800,155900,157500,158800,159500,159700,159800,160000,160600,161500,162300,163200,164700,166200,167500,169000,170700,172500,174200,175700,176800,177800,179100,180400,180700,180900,181800,183100,184700,186700,189000,191200,193200,195400,198100,200800,203300,205900,208200,210100,211700,214100,217300,220500,223300,226000,229200,233100,237500,241900,245700,249100,252300,255300,258300,261500,265000,268000,270500,273600,278200,284100,290100,296100,302800,310300,317500,324800,333400,343900,354900,364800,373100,379700,385400,390600,396200,402100,408000,414700,422800,431200,438500,444600,450800,457400,464600,472000,477100,479700,482500,486000,488900,492500,497500,502100,504200,504400,504500,505700,505700,504600,504800,505900,505100,501600,496900,491700,486000,479400,472400,464700,454300,443300,431700,419400,406900,395800,384300,374100,366300,360200,354500,348800,342400,336100,330700,325900,320700,314900,309600,306600,305900,306000,306100,305600,310100,317600,323000,324500,325300,325300,326800,327600,327000,326300,326200,326300,326000,324900,322900,320300,318300,316900,315100,312800,310700,308600,306400,304600,303400,303000,304000,306400,308800,311100,313800,316200,317800,318900,320300,322700,325800,328700,331600,335900,341900,349100,356500,362800,367900,371700,375600,379800,384000,387200,389600,392200,395600,398500,400200,401700,403900,406300,408200,409200,408600,408300,409800,412400,414700,417600,420800,423700,426700,429300,431100,432900,433800,434400,436300,440100,443800,446300,449400,453600,455700,456500,459500,463600,466400,468100,470300,473400,476700,479700,482000,483900,486900,492000,496200,499900,503000,505900,507800
11626,Glendora,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,850,176600,176900,176700,176600,176700,176600,176300,176000,175700,176100,177200,178300,178600,178700,178900,179200,179700,180800,182000,183200,184500,185900,187200,188700,190000,191000,191300,192100,193200,194300,196000,198200,199500,200400,201700,202600,203500,204800,206400,207700,209400,211600,213800,215800,218000,220700,223200,224900,226400,229200,232100,233900,235100,235900,236400,237500,239700,242300,245300,248500,251300,254900,259100,262900,265400,267800,269500,270800,273100,277200,281800,286000,289700,292200,293900,296300,300200,305100,310300,315800,320700,324900,328700,333400,337800,340700,343100,346900,352200,358900,366600,373200,378500,384100,390600,398000,407200,418400,429500,439600,447700,453900,459200,465400,473000,480400,485700,488700,491200,496200,503800,511500,518500,524100,528800,533600,537500,539300,541300,544600,547600,549300,552100,556000,557900,557800,558300,559100,558300,556400,555500,554900,553400,550100,545500,540500,535900,532000,528200,522600,514400,506000,497500,488500,479400,471500,463500,456100,450600,446500,442400,438900,435000,431500,428600,425600,421800,417600,414000,411800,410800,410000,409900,410100,413300,416400,417000,414100,413400,413800,414900,415200,415400,414100,412300,410800,409300,407800,406400,406800,406200,403700,399200,394400,389700,385400,380400,377500,378100,380100,381600,383900,386200,389000,392700,396300,398400,400300,402000,403700,404800,406800,410700,416900,424100,431700,438600,444500,450200,457500,464700,470300,474000,477200,479100,480300,483400,488500,493000,496200,499400,502700,505500,504800,503000,503600,507800,512700,515000,514700,514400,514600,515400,516600,519300,523600,528200,532000,536200,540500,544200,547100,550500,552800,552600,551600,553000,556400,558800,559100,559800,562300,565000,567600,570600,574900,580800,586800,591200,595200,598000,601000,603200
