RegionID,RegionName,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02
10389,Beverly Hills,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1306,813300,817600,817500,815100,812300,807700,808100,810600,814500,820200,827900,833300,839300,846300,854600,863600,875100,887900,898800,907300,913600,919600,927900,939300,951500,963300,976500,990800,1005800,1025300,1048000,1067000,1078600,1088000,1099000,1113800,1127300,1141100,1157100,1179800,1200900,1216400,1224500,1231200,1238200,1253200,1269100,1278000,1279200,1284100,1290200,1299200,1310100,1311700,1304500,1305500,1315100,1325600,1334000,1339500,1345100,1352400,1356200,1355500,1355700,1356400,1363000,1376500,1394200,1408600,1419100,1423300,1420300,1414700,1416400,1424900,1434400,1450500,1469700,1481100,1484200,1489200,1496400,1506700,1524200,1544000,1555200,1559400,1568400,1585900,1608200,1631600,1658600,1687800,1716700,1744100,1771300,1800300,1829600,1854900,1876700,1896300,1910200,1920800,1935500,1952400,1970900,1993100,2022100,2052300,2086300,2119300,2143600,2161200,2183900,2207400,2228900,2245600,2259600,2273800,2285900,2297800,2314700,2333600,2345800,2353400,2358600,2364000,2379500,2402100,2413000,2416000,2427800,2439300,2435500,2425800,2429600,2441200,2444600,2435500,2444700,2466500,2464100,2422500,2387500,2364300,2352500,2341300,2324200,2299600,2280000,2261400,2263500,2270100,2259300,2232800,2208800,2177800,2149100,2122700,2098300,2080800,2072600,2090800,2013600,1883800,1836500,1865300,1848800,1827900,1817200,1811900,1811100,1809500,1809900,1805400,1810000,1826700,1846900,1878300,1919400,1939600,1941300,1941500,1936600,1934600,1922900,1897000,1884800,1896300,1902100,1896800,1903000,1924300,1959300,1994100,2014400,2026700,2047800,2071000,2111200,2172800,2209200,2205300,2216800,2261800,2300400,2341900,2376400,2387400,2381000,2395200,2425400,2446500,2456800,2474700,2495500,2496100,2507300,2536000,2576500,2593800,2573700,2529000,2526500,2566200,2614500,2657600,2683000,2694500,2727300,2770500,2802100,2839000,2878600,2903900,2933400,2971400,2996500,2995200,2995200,3009500,2940800,2831900,2799900,2870000,2953900,3035800,3090000,3086900,3035100,3004900,3025200,3050300,3079600,3097000,3105000,3108400,3173300,3282000,3372900,3410400,3448100
30399,Bell,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290000,287500,286200,287000,286400,283600,279400,276900,275200,275000,276500,277700,276000,273500,272800,273200,271300,267300,265500,268400,273100,276600,279700,283400,287200,289800,291500,293300,294700,295400,297900,303300,308600,314800,323300,331100,336300,340100,343400,345900,346400,346700,348500,350200,351500,355200,360800,366500,371400,375100,378700,381000,381900,383100,386200,389700,392000,391400,392000,395000,398000,399300,401600,404300,406800,409400,412400,415400,418200,422000,415600,405600,406700,416800,422900,429100,433000,434700,438400,444600,450300,455600,461800,467500,471400,474000,476200,479000,481600,482700,482900
48424,West Hollywood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1327,144700,144500,142600,141700,142400,143800,144800,144900,145800,147700,149800,151600,153200,154900,156600,157400,156500,157500,161800,166400,169100,173200,178600,182800,185100,187800,190200,192700,195100,196700,197700,199500,201600,202800,203700,204300,204900,207000,211900,217200,221100,223300,225100,227700,229700,230500,233100,237200,241100,245300,250300,254200,258200,261700,264200,266800,272000,278500,285100,289700,291700,292000,291600,292700,294400,297100,300900,305500,309100,313500,316700,318400,319800,321800,324400,329400,337800,347800,356100,362900,369500,375500,380000,383800,388200,393100,399300,407400,414500,418900,423400,427100,430400,435900,443500,453200,467600,484200,498500,510700,521700,530700,538700,548100,558900,568700,577400,586500,598700,614300,627800,634500,638800,644800,650600,653000,652800,652200,653100,656500,659200,659300,656500,653900,652500,652400,651300,652100,657600,664500,671000,675900,678000,678000,677000,672900,666700,661500,657000,651500,650200,648900,640200,627500,616900,605100,594200,586200,580200,575300,570500,565200,563600,565300,564900,559400,552900,546000,543500,545100,547500,546600,542200,541700,525500,496800,479300,478300,476100,475300,473700,472300,470000,466100,464400,465600,469600,477500,481600,478300,473300,469800,466900,461800,454900,450100,448100,446100,445100,443800,442700,442800,443000,442600,443200,443200,442400,443900,449500,454800,460300,467500,477800,489600,501100,512100,522000,532900,547000,559400,565200,565900,568000,573400,579900,584700,590600,595200,597800,601000,605000,612200,621800,625000,626800,633600,639700,640100,640600,641400,644700,650500,655900,659300,660100,662800,670900,680600,688100,695000,701100,704500,706900,710900,714500,717100,718900,721400,724200,726400,725400,723300,726100,734100,738900,736200,735300,737500,741200,747900,755900,761200,765200
19177,Manhattan Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1347,428000,434400,438900,442700,446000,449400,452200,454400,456200,460000,464600,469300,473800,479100,484400,490200,494100,496400,497700,501800,509400,521900,535800,546600,554400,563300,571900,579300,588100,599000,609200,614700,615500,615500,617900,621600,624000,626300,632200,639900,646900,652300,658700,667000,677000,687700,697300,703100,708600,715700,722100,728100,734100,737900,741000,747200,756800,766000,771900,775900,778500,780900,783100,786900,792300,799200,806800,816500,825800,833200,838000,840100,839400,837400,838500,845500,855100,863400,872400,881500,889300,897800,908200,918700,931200,944600,954900,960100,963700,972000,986600,1002600,1017200,1031300,1048600,1072900,1101800,1131800,1161500,1189600,1214000,1235600,1251500,1263300,1279200,1303800,1329100,1344600,1354800,1370900,1392300,1410800,1427900,1444300,1457400,1466200,1473100,1476700,1480200,1489700,1501700,1505500,1501500,1502900,1512000,1522400,1529800,1533000,1527200,1519200,1510900,1503200,1499700,1503200,1507400,1507300,1503700,1499500,1495600,1488400,1480800,1475000,1468200,1452300,1432300,1415800,1407700,1401500,1392000,1380300,1371200,1364700,1362000,1361500,1358200,1348700,1335500,1320900,1306400,1293100,1279100,1266000,1256100,1257300,1248000,1228200,1211000,1212100,1224200,1235500,1230200,1220200,1216100,1209300,1199600,1189800,1190800,1202200,1214400,1215700,1211200,1203200,1202800,1208100,1209700,1211700,1213300,1210000,1214300,1219600,1221600,1229000,1240200,1253900,1273100,1285600,1293700,1305700,1322700,1334600,1342300,1352200,1373600,1400200,1416200,1425800,1439300,1459900,1485000,1505500,1510300,1528500,1558000,1579700,1596000,1616900,1632800,1642900,1655300,1682400,1717700,1749700,1775000,1786300,1794500,1813400,1837700,1859900,1899200,1945000,1998100,2046700,2064500,2055000,2049400,2051100,2059700,2085100,2107900,2120100,2132700,2155900,2132600,2082200,2066900,2109000,2165100,2230100,2274500,2282200,2266400,2253800,2247200,2247400,2265900,2283700,2303300,2326900,2382200,2435700,2461400,2473900,2498700
118914,Westmont,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251800,251100,250900,250700,248100,244200,242100,242800,245200,248200,249600,249400,248000,246200,244900,243900,242100,241000,241800,244400,246800,248800,250400,252000,254100,257300,260700,265500,269600,270600,271300,274600,277700,280600,284600,291100,299600,306000,307800,309000,310600,312500,316100,320200,321200,321200,323100,326600,330000,332200,333300,333900,333700,333000,334100,336600,340400,345200,348800,350600,351700,352500,353800,356200,358200,360800,365500,370700,375500,380100,388100,395300,396900,395700,398000,401100,405200,409700,415000,420800,426800,432700,436900,438000,440200,446400,452500,457700,461800,465300,467700
54053,Rancho Palos Verdes,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1444,413700,412300,411700,410600,409500,410100,412100,415000,418500,421300,423200,425800,427900,429200,431800,437800,444900,450600,455600,459700,461900,464600,469100,475400,484100,493600,501200,507100,511900,516400,519900,523900,528700,532000,531600,529300,528300,528400,529200,530800,534700,539100,544000,549600,555800,561000,565100,568800,572100,575500,579200,582600,585000,586600,589300,591900,595600,602300,610100,615900,619200,621700,624900,628100,629300,630600,632900,637500,644000,651100,655800,659000,660700,662200,666000,672300,678500,685200,695000,706300,715300,721500,727400,734400,744200,757600,770900,782200,792400,802100,810900,824500,843700,862900,881600,902400,921700,937300,953600,971100,984400,993200,997800,998200,998800,1005000,1019600,1041900,1067100,1089100,1100700,1110800,1132000,1158100,1177800,1188900,1191900,1192600,1193000,1186500,1175600,1168200,1167400,1167200,1166300,1166400,1167500,1163500,1150100,1134300,1127100,1128700,1137200,1148400,1156100,1153800,1143600,1132500,1124700,1120000,1119500,1118300,1110300,1098400,1083300,1065500,1046700,1030600,1017000,1007400,1000700,997100,992900,988000,981700,975100,965300,951900,941900,938800,937500,938800,944000,948800,952100,954300,953400,947200,944400,943200,944700,949300,960700,964800,957800,942900,938500,950200,961300,963300,960400,955000,947700,939500,926500,912900,905900,907400,909400,900800,892100,892700,895900,903400,912200,918800,925900,937800,951600,967900,981800,991000,1002300,1014100,1028800,1052100,1075600,1091800,1103600,1112100,1114400,1116000,1113600,1113400,1115100,1120100,1130700,1143300,1152000,1157600,1163300,1165100,1163500,1161200,1168600,1178100,1181200,1179300,1179100,1176700,1178100,1185000,1188400,1189400,1195900,1201900,1202200,1204700,1215400,1232500,1244400,1248000,1247300,1247000,1248200,1255400,1267700,1280800,1289300,1294100,1298800,1303700,1305200,1304300,1305400,1309400,1315800,1324400,1330100,1337500,1344700,1349900,1353500
46178,Lawndale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1477,139500,137900,136200,134500,133200,132800,132800,132900,133200,133500,133400,133100,132900,133200,133800,134500,134900,135800,136600,136500,135900,135800,136300,137000,137400,137600,137600,138000,139700,142600,145200,147200,149000,151000,152100,152300,152800,153900,155600,158100,159700,158900,158000,158500,159700,161300,163600,165900,167600,168900,169400,169300,169000,169100,169900,171800,173800,175100,177000,179800,182700,185300,187300,188000,188200,189400,191000,193000,195400,198500,202500,206800,211900,217500,222400,226900,230800,233300,235500,238500,241100,242900,243700,244400,247200,252000,257600,264300,271900,279300,286500,294300,302800,312100,322000,332200,340700,348400,356400,365600,374200,381800,389600,397600,404500,411200,417800,425400,432400,437400,443800,451700,461400,473500,482100,484800,487500,490100,491700,493400,495200,497600,499700,500100,499800,499600,499300,500000,499200,498500,499900,501200,500900,499700,498800,497800,494900,489600,485500,479900,470700,459900,447100,432800,419300,407300,394900,385100,378100,372500,367200,362900,357300,350700,344600,339500,334200,328000,321800,316500,312600,311900,313100,313700,318900,326800,332800,332500,330100,329500,331400,330100,327300,324100,320100,315900,312200,310000,309500,310600,311200,310000,307600,305100,301200,295100,290600,289900,290700,290700,289700,289100,291100,294900,298200,302300,306400,309700,311500,313500,316000,317400,318200,323200,331200,339800,347800,353900,359200,364600,367500,367000,366600,369400,374100,378000,380200,380600,380500,382200,385100,388500,393100,397200,398700,400100,403400,406800,409100,410800,412800,415400,419100,423900,429100,433700,437100,439000,440100,442500,446500,450400,453600,457200,461000,463900,467400,472100,474600,474800,477000,481200,484500,487600,491700,495600,499300,503700,507700,511600,514900,517300,518400
33836,San Dimas,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1517,179100,179600,180300,180800,181200,181800,182600,183400,183900,184800,186300,187300,187300,186600,185900,185900,186500,187200,187300,187100,187200,188500,190400,192400,194100,195600,196000,195700,196100,197300,198800,201000,203900,206200,207900,209300,210500,211600,213400,215900,218100,219400,220900,223100,224800,226700,228700,230400,231200,232500,234500,237000,238900,240100,240900,242200,244600,248600,252900,256300,259200,262900,266300,267900,268900,271100,273300,275300,278200,281900,285500,288900,293200,297100,300000,303300,307800,312600,317700,322700,326400,329100,332100,336800,342100,346500,350400,355200,360800,367100,373900,380400,386400,392600,399000,406200,415800,427700,439800,451200,460900,468400,474200,479700,486200,492500,498100,502700,506000,509100,514300,521300,529900,538200,546100,554800,561500,564200,566200,568400,570200,572700,577700,581800,582300,581200,580700,579100,576000,573500,573100,572900,571800,570000,565500,559300,553800,549700,545500,540400,532100,522600,513200,503200,492900,483800,476400,471300,467700,462900,458000,454200,450800,447600,445000,442400,438700,435000,431500,428100,424500,421900,420800,419000,421800,428100,430900,430800,432900,431700,426900,423200,422100,421300,418300,414200,410100,407800,406600,405800,403500,401300,399500,397000,393500,391000,389000,386800,386100,387000,388000,389600,391900,395500,399300,402000,402900,404900,408200,411900,414800,416300,419100,423500,428100,434200,441300,446400,450300,453200,459400,470200,478600,481300,484000,487700,491900,496500,503500,512600,521000,526700,529600,531400,533400,536200,539100,542300,544100,544300,545400,548100,550100,551300,553800,557200,560100,562900,566600,570700,574800,579300,580000,579600,582800,587700,589400,590500,591900,592600,593100,594300,596300,598000,599700,601600,604600,607600,609700,611100,612500,614500,616700
14111,Temple City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1569,190500,190200,190100,190000,189200,188100,187100,187200,188500,190200,191100,191400,191100,190600,190700,192100,194100,196300,197900,198800,199300,200000,200700,201900,203100,204400,206000,207400,208700,210500,213000,215600,216800,216600,216100,215400,215100,216600,218400,218100,217100,217300,219400,222300,225200,228000,230500,232000,233200,234600,236200,238200,240800,243500,245600,247200,249100,251700,253500,255300,258000,260200,261100,261700,263200,265400,268200,271200,274700,278800,284200,289300,293400,297100,301700,307800,314200,319200,323700,327900,332600,338100,344700,352100,358200,362300,364800,367500,371500,376500,381700,388500,395800,401900,406500,412300,420100,429900,442000,454200,463800,470200,472800,473200,475100,478700,485000,495200,507900,519600,528800,537500,546200,554700,564300,573600,579200,582700,585000,586000,585500,585900,587800,589200,587800,586200,586600,588100,586600,584500,583700,582800,579800,576700,572200,569400,569600,570000,566200,559500,552300,547800,545900,542000,535200,528500,522700,517200,513000,509800,507800,507900,508100,507400,507200,507200,505000,500900,498400,498500,500400,503800,509100,513700,525700,538100,539000,530300,530300,537700,543100,538700,532300,528400,527400,528000,527700,526300,527500,531600,533100,530300,526500,527100,527000,524600,521700,517100,509700,505600,506600,510900,514300,515200,516500,521500,529000,537400,542800,545800,548300,551200,554500,558900,562600,570400,584100,599500,609400,615400,619400,628500,637700,642700,643000,645800,652400,662200,670100,675200,677400,675700,675900,678400,679000,677000,678400,683900,691100,694700,692400,688600,687800,688200,687800,689400,694100,700100,706600,713400,719000,720900,722800,724400,725900,727700,730200,730900,734000,739800,748000,754500,756600,757300,759500,759200,760600,767000,776200,783100,786800,789500,792800
34636,Walnut,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1589,227000,227000,227200,227400,228000,228600,228200,227600,227400,227900,229000,230400,231600,231800,231600,232000,233200,235000,237600,240100,242100,244500,246300,247000,248000,250100,251800,252500,252800,253800,255500,257800,261300,264400,266500,268400,269400,269700,270700,272000,273000,274000,275400,277000,279400,283200,287000,289500,290600,290700,291200,292400,292800,292700,294500,299200,305100,311300,316800,320700,322900,324200,324900,325600,328000,331900,335600,338600,341100,342700,343800,346300,350500,355900,361600,366900,370900,374200,377800,382100,387300,392900,398700,405200,412300,418400,422700,427700,435700,444800,453800,460900,465100,469500,476300,486300,500100,516600,532900,547700,558400,566600,573500,579300,585100,591000,597900,604300,608600,612800,621700,634600,648100,658900,667700,675500,681300,684600,687200,687600,687600,689900,693200,694700,695400,695600,693700,690900,687700,686000,684800,683900,683900,684000,680600,674300,669000,665900,661500,652900,643600,636200,630000,623000,613600,603500,593600,584000,576400,571700,567900,565400,563800,562000,559200,555700,550400,542800,537800,538300,542000,546100,550300,554600,560200,563700,563200,563000,565900,569000,570000,569100,566000,559500,556100,559200,562600,563800,566400,568500,565600,562000,560000,560000,558700,554800,548800,542100,537400,536600,537300,538300,541800,545400,549400,552900,554900,558000,564500,571700,577600,584600,593200,604400,620100,639600,656800,665800,670600,679300,687700,693400,697800,698600,698100,698900,704300,713700,725200,732400,736000,735300,735500,736300,742400,751200,755200,754500,752900,749200,747700,753100,759000,762100,763300,762400,759400,758800,762800,767500,766500,761000,748100,734600,732400,740000,746100,752500,757900,762800,768500,774700,779700,784100,788600,794200,800400,805600,809200,813900,817900,819500,820200
30908,Claremont,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1716,205500,203800,201100,197900,195700,195200,195000,195500,196600,197500,198100,198200,197800,197000,196300,197300,199500,201600,203100,204700,206000,207000,207500,208400,209100,209600,210800,213200,215800,218100,220400,221900,222400,223100,224800,226800,229600,233900,237800,240100,241700,243600,245000,246500,249100,252000,253900,255400,257800,260600,263500,266500,268500,269200,269900,271200,273300,276100,280200,284400,288400,292700,297200,299700,300400,301200,302600,304600,308000,313100,319700,324500,326900,329900,335600,342200,347600,352300,357600,362800,367200,371300,375500,379800,383100,385000,388100,394400,402400,410300,418700,428300,438800,447900,455200,465000,478600,492800,504400,511700,518700,527600,536600,543600,548800,552900,557100,562300,568700,575800,581300,588800,599100,609100,615900,621000,624900,628300,631500,634300,636400,635300,631100,626500,622400,618100,615200,613900,611800,610600,611400,611900,612100,610900,608200,605300,603700,601400,598400,593000,586600,580200,572100,561800,551800,543300,535500,528700,523300,519800,517100,514500,511800,509400,507500,505400,502800,498800,497000,496400,494200,490400,488100,485700,482800,481200,480600,478700,476800,479800,484700,487100,487400,485400,483600,484400,488000,490900,492900,492100,487900,483000,478800,477000,475600,476700,475700,473700,470400,464400,457000,456000,457900,458700,459000,460300,460100,458500,458600,460600,463000,467400,475200,483400,493000,502600,509900,514400,521000,530200,537900,543200,549300,556900,562400,565400,567100,569800,575700,582100,586900,589200,588800,589200,596400,603700,607800,611100,615200,616900,618300,620000,620900,620900,623000,624400,623800,624500,626700,628100,630700,633600,632700,630400,631400,634800,639400,644000,645800,645700,646700,649700,654200,658200,659500,659400,661000,664400,669300,674500,677200,678800,681000
32753,Maywood,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254600,252400,251900,253200,252600,250500,250300,252800,254100,253300,252200,252100,252700,253700,254200,252900,250200,248300,247700,248300,249400,252700,256800,259900,262100,264600,267100,271400,276000,279500,283700,289400,295200,302200,309800,316700,321800,325000,327700,331000,333300,334800,337000,340000,342100,343900,346600,351400,356300,359200,360500,361600,361200,361000,364200,369500,374400,376900,378500,380400,382900,384500,385800,386800,387300,388000,391100,395400,398900,403100,403200,399600,399400,405200,410700,414800,416400,417000,417800,419400,421800,424500,426600,427800,429200,431400,433700,437400,440500,440700,439700
27183,South Pasadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755200,740600,722400,708700,700800,696700,703500,719300,728600,729100,729200,732000,736400,737800,739300,744200,749900,752300,748700,743700,742500,750800,769200,786300,790900,787800,791400,802200,810500,812300,820000,830000,838800,845900,855200,869400,884300,892400,897300,904100,907100,909400,914800,922900,919100,910200,920400,945400,961200,961200,953400,946600,947700,950600,951800,960300,979000,1008900,1045800,1072400,1079300,1081100,1091500,1103700,1104500,1094000,1085800,1083900,1091300,1112300,1076900,1009300,991900,1034000,1071700,1100800,1125800,1147400,1160800,1172000,1188200,1197100,1205400,1215800,1221800,1228700,1237700,1235300,1222700,1225700,1238600
47547,San Fernando,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1907,115300,116100,116600,116800,117100,117800,118600,119200,120200,121400,122000,122200,122500,122600,122300,122200,122600,122500,122300,122200,122800,124300,126200,127500,127600,127100,125800,124000,122400,122300,122600,123400,124300,125600,126800,127800,128800,130600,132700,134300,135000,135000,135500,137100,138700,140100,142100,144700,147100,149300,151200,153000,154500,155200,155100,155400,156400,158000,160400,163100,164800,165700,167100,169100,171300,173000,174400,175700,177400,179300,180700,181600,183000,185800,189700,194000,198100,203900,211300,217200,220100,222100,223900,226600,229600,232700,235800,240500,248000,257600,267500,275800,282800,289300,297100,304900,314200,325200,336900,346100,352700,356200,358400,362300,369200,378000,387100,395800,404000,410800,416600,424700,434800,443000,449200,456000,461800,464700,467000,472200,478700,484500,488700,491400,493100,493600,493300,494300,495400,495600,494900,493200,490500,488200,485500,478600,467200,455500,446700,438100,427600,417900,410000,401700,392400,381800,370100,358800,348000,337100,325900,315200,304400,293800,283700,273700,263200,252400,243700,239300,238200,238100,238300,237600,240800,245800,248400,247700,248400,249700,251300,251100,250600,250800,251900,253200,253200,252600,251400,250700,250600,250200,248200,246800,246600,246100,244600,243600,242700,242000,242700,244500,246600,250800,255100,257600,259500,263100,266100,268900,271200,274000,277900,284300,290400,295800,302700,309500,313800,317500,322300,327000,330200,332800,336400,340100,341500,342300,344900,348800,351000,351700,352600,354200,357800,362200,364400,365300,367900,370600,372300,372500,373400,375800,378700,380900,383100,386400,392000,397900,402500,405200,409200,414600,418400,419500,421300,423900,425700,426400,427200,429000,432500,436300,437700,439000,442900,446300,448500,453100,457800,459700,459900
39308,La Verne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1933,188900,187400,186200,185400,185200,185800,186500,187200,188300,189400,190500,192100,193800,194800,194400,193500,193100,193300,193700,193600,193100,193300,194600,197000,199500,201700,204200,206900,209200,211400,213500,215500,217800,220600,222800,223900,224700,226000,227400,229000,230300,230500,230600,231800,233500,235800,238100,239300,240200,242700,245800,248300,250500,252600,254200,256400,259700,263000,266000,268700,271400,274500,278800,282400,283600,284000,286000,289100,293000,298100,303700,309000,313500,316500,318700,322200,326800,331900,337500,342500,344900,346100,348500,352500,357000,361700,366400,371600,378500,387700,397500,406300,415600,424700,431700,438700,448200,458700,468500,477400,486700,495000,501400,507100,512500,516500,521100,527400,534000,539800,546000,555100,565500,573700,580100,587000,593200,597400,600300,602300,603500,604300,605300,604700,602000,599000,596100,593700,592100,592100,591600,590000,589800,591400,590300,586500,582100,577300,570900,563300,555100,548300,541300,531800,521400,511600,502200,494900,489700,485200,481300,478100,475700,473600,470200,466100,462300,458000,454200,452000,450000,448800,450100,452100,450700,448300,450800,453500,455000,456800,459400,457200,454700,452500,450500,447800,448200,448600,447800,446600,443400,437100,430600,425700,421100,416400,411400,406900,404600,403800,403900,405400,407500,408900,411200,415100,419300,422500,425000,428800,432500,435200,437500,442100,446300,453700,463800,474400,481200,487200,491000,493300,495400,499000,501000,502300,506400,511800,516900,522500,528700,535500,543200,549700,553500,555200,558200,564400,571000,577100,583300,588400,589400,588200,588400,590400,592600,593900,595600,598600,603100,605900,601200,594000,593700,599500,604900,609500,613800,619100,622800,623200,624200,626800,628400,629400,631700,634700,637800,641700,646700,652300,656200
31134,Cudahy,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,2113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284900,284100,282700,283000,282300,279900,277900,278500,275900,273000,271100,269600,266300,263300,262500,262300,261300,259300,257600,257300,260500,263200,265800,269800,272800,273200,274600,278800,281600,281500,282900,286700,291400,298000,306400,314400,321000,325100,327200,327400,324800,322100,324400,329500,332500,336500,345000,353200,357700,360900,362100,361400,362600,367200,368200,366200,366100,367300,368000,369700,371100,372000,374700,378000,379700,382400,387800,393400,396200,396700,392500,389500,393700,402900,410500,416000,417400,417100,420100,426500,435000,443500,447800,447300,448100,451300,455600,460700,465400,467600,467800
